,GC3
YLR170C,0.465753425
YLR172C,0.386206897
YLR173W,0.412371134
YLR174W,0.405063291
YLR175W,0.344753747
YLR176C,0.381795196
YLR177W,0.513821138
YLR178C,0.526066351
YLR179C,0.575129534
YLR180W,0.48787062
YLR181C,0.35625
YLR182W,0.326504481
YLR183C,0.362683438
YLR185W,0.388235294
YLR186W,0.363265306
YLR187W,0.334002006
YLR188W,0.350073855
YLR189C,0.32642487
YLR190W,0.382045929
YLR191W,0.33604336
YLR192C,0.342519685
YLR193C,0.403614458
YLR194C,0.439516129
YLR195C,0.379232506
YLR196W,0.304347826
YLR197W,0.321212121
YLR199C,0.313207547
YLR200W,0.357142857
YLR201C,0.357429719
YLR203C,0.412470024
YLR204W,0.444444444
YLR205C,0.580327869
YLR206W,0.393333333
YLR207W,0.385678392
YLR208W,0.323843416
YLR209C,0.331103679
YLR210W,0.310810811
YLR211C,0.30733945
YLR212C,0.389867841
YLR213C,0.416873449
YLR214W,0.304147465
YLR215C,0.375358166
YLR216C,0.362637363
YLR218C,0.503496503
YLR219W,0.395251397
YLR220W,0.376996805
YLR221C,0.351851852
YLR222C,0.304071247
YLR223C,0.307981221
YLR224W,0.385915493
YLR225C,0.352791878
YLR226W,0.305483029
YLR227C,0.297468354
YLR228C,0.368487929
YLR229C,0.35106383
YLR231C,0.378995434
YLR233C,0.326923077
YLR234W,0.521462639
YLR237W,0.429084381
YLR238W,0.342553191
YLR239C,0.336507937
YLR240W,0.375294118
YLR241W,0.357894737
YLR242C,0.367213115
YLR243W,0.335907336
YLR244C,0.328
YLR245C,0.37593985
YLR246W,0.372093023
YLR247C,0.3625
YLR248W,0.345637584
YLR249W,0.399801587
YLR250W,0.309734513
YLR251W,0.360655738
YLR253W,0.409926471
YLR254C,0.446236559
YLR256W,0.390940767
YLR257W,0.389240506
YLR258W,0.361639824
YLR259C,0.340463458
YLR260W,0.353293413
YLR261C,0.42
YLR262C,0.311004785
YLR263W,0.344444444
YLR264W,0.369230769
YLR265C,0.267267267
YLR266C,0.352941176
YLR267W,0.42010772
YLR268W,0.470873786
YLR270W,0.411940299
YLR271W,0.290697674
YLR272C,0.322807018
YLR273C,0.337025316
YLR274W,0.291390728
YLR275W,0.266666667
YLR276C,0.31516184
YLR277C,0.288180611
YLR278C,0.387096774
YLR281C,0.583892617
YLR283W,0.384364821
YLR284C,0.393382353
YLR285W,0.301587302
YLR286C,0.289330922
YLR287C,0.344827586
YLR287C-A,0.344262295
YLR288C,0.331868132
YLR289W,0.304278922
YLR290C,0.289962825
YLR291C,0.298387097
YLR292C,0.297297297
YLR293C,0.400943396
YLR295C,0.330578512
YLR297W,0.373015873
YLR298C,0.407079646
YLR299W,0.383757962
YLR300W,0.391100703
YLR301W,0.360169492
YLR303W,0.326484018
YLR304C,0.325797872
YLR305C,0.339102217
YLR306W,0.32972973
YLR307W,0.326388889
YLR308W,0.313333333
YLR309C,0.349276974
YLR310C,0.336998706
YLR312C,0.349206349
YLR312W-A,0.383064516
YLR313C,0.338461538
YLR314C,0.385068762
YLR315W,0.473333333
YLR316C,0.501628664
YLR318W,0.329466357
YLR319C,0.332896461
YLR320W,0.338732394
YLR321C,0.395121951
YLR323C,0.478087649
YLR324W,0.389558233
YLR325C,0.480519481
YLR326W,0.366812227
YLR327C,0.542168675
YLR328W,0.323907455
YLR329W,0.326771654
YLR330W,0.334341906
YLR332W,0.349593496
YLR333C,0.447619048
YLR335W,0.335674157
YLR336C,0.313432836
YLR337C,0.283935243
YLR340W,0.419672131
YLR341W,0.333333333
YLR342W,0.302130045
YLR343W,0.314232902
YLR344W,0.420634921
YLR345W,0.329268293
YLR346C,0.3125
YLR347C,0.330108827
YLR348C,0.55
YLR350W,0.56372549
YLR351C,0.438162544
YLR352W,0.326142132
YLR353W,0.33559322
YLR354C,0.428571429
YLR355C,0.497368421
YLR356W,0.338461538
YLR357W,0.327526132
YLR358C,0.380434783
YLR359W,0.301724138
YLR360W,0.34032634
YLR361C,0.333333333
YLR362W,0.350071736
YLR363C,0.285024155
YLR364W,0.359223301
YLR367W,0.404761905
YLR368W,0.311958406
YLR369W,0.308527132
YLR370C,0.453488372
YLR371W,0.326530612
YLR372W,0.408408408
YLR373C,0.396355353
YLR375W,0.498498498
YLR376C,0.427350427
YLR377C,0.445427729
YLR378C,0.507592191
YLR380W,0.56122449
YLR381W,0.376068376
YLR382C,0.346650999
YLR383W,0.334558824
YLR384C,0.33282559
YLR385C,0.46875
YLR386W,0.362573099
YLR387C,0.362559242
YLR388W,0.444444444
YLR389C,0.381618382
YLR390W,0.407407407
YLR392C,0.335341365
YLR393W,0.428571429
YLR394W,0.349473684
YLR395C,0.391891892
YLR396C,0.349775785
YLR397C,0.318002628
YLR398C,0.331993569
YLR399C,0.400900901
YLR401C,0.425465839
YLR403W,0.307458143
YLR404W,0.339350181
YLR405W,0.398860399
YLR406C,0.4
YLR407W,0.388127854
YLR408C,0.391304348
YLR409C,0.311403509
YLR410W,0.33965673
YLR411W,0.355263158
YLR412W,0.338289963
YLR413W,0.386645963
YLR414C,0.462151394
YLR415C,0.551401869
YLR417W,0.442831216
YLR418C,0.309711286
YLR419W,0.304939155
YLR420W,0.323943662
YLR421C,0.31292517
YLR422W,0.332442544
YLR423C,0.339066339
YLR424W,0.345642541
YLR425W,0.317896389
YLR426W,0.413793103
YLR427W,0.395738204
YLR429W,0.376377953
YLR430W,0.331797235
YLR431C,0.354545455
YLR432W,0.34063745
YLR433C,0.346441948
YLR435W,0.316326531
YLR436C,0.39822294
YLR437C,0.568
YLR438W,0.608695652
YLR439W,0.591639871
YLR440C,0.392961877
YLR441C,0.43373494
YLR442C,0.315733897
YLR443W,0.380841121
YLR445W,0.357954545
YLR446W,0.356132075
YLR447C,0.354354354
YLR448W,0.465517241
YLR449W,0.368831169
YLR450W,0.33958539
YLR451W,0.302816901
YLR452C,0.324888227
YLR453C,0.360313316
YLR454W,0.315144326
YLR455W,0.303333333
YLR456W,0.281407035
YLR457C,0.339805825
YLR459W,0.351706037
YLR460C,0.371967655
YLR461W,0.486956522
YLR462W,0.461928934
YLR464W,0.440191388
YLR466W,0.468069121
YLR467W,0.45905421
YML001W,0.290640394
YML002W,0.32122905
YML003W,0.327464789
YML004C,0.400630915
YML005W,0.322222222
YML006C,0.323178808
YML007W,0.339116719
YML008C,0.351498638
YML009C,0.405797101
YML010W,0.307170543
YML011C,0.386904762
YML012W,0.429951691
YML013W,0.469964664
YML014W,0.470149254
YML015C,0.471810089
YML016C,0.326440177
YML017W,0.343103448
YML018C,0.455026455
YML019W,0.369085174
YML020W,0.374805599
YML021C,0.380116959
YML022W,0.405405405
YML023C,0.365808824
YML024W,0.432835821
YML025C,0.366548043
YML026C,0.429577465
YML027W,0.407894737
YML028W,0.510416667
YML029W,0.422276622
YML030W,0.456953642
YML031W,0.43968254
YML032C,0.37254902
YML034W,0.362962963
YML035C,0.365360303
YML036W,0.380681818
YML037C,0.347560976
YML038C,0.369411765
YML041C,0.341818182
YML042W,0.372854914
YML043C,0.342857143
YML046W,0.35655058
YML047C,0.385294118
YML048W,0.417525773
YML049C,0.35262757
YML050W,0.31
YML051W,0.374407583
YML052W,0.455830389
YML053C,0.4
YML054C,0.32173913
YML055W,0.371428571
YML056C,0.351888668
YML057W,0.432478632
YML058W,0.478723404
YML059C,0.359778598
YML060W,0.378830084
YML061C,0.334140436
YML062C,0.348051948
YML063W,0.437751004
YML064C,0.428571429
YML065W,0.302824859
YML066C,0.370786517
YML067C,0.363636364
YML068W,0.337837838
YML069W,0.311111111
YML070W,0.356643357
YML071C,0.365771812
YML072C,0.332446809
YML073C,0.433526012
YML074C,0.378109453
YML075C,0.322233105
YML076C,0.343886463
YML077W,0.361842105
YML078W,0.363636364
YML079W,0.328205128
YML080W,0.344059406
YML081W,0.355973813
YML082W,0.445324881
YML083C,0.487804878
YML085C,0.374712644
YML086C,0.359281437
YML087C,0.365448505
YML088W,0.374223602
YML091C,0.351489362
YML092C,0.344262295
YML093W,0.341801386
YML094W,0.389937107
YML095C,0.31372549
YML096W,0.332688588
YML097C,0.366742597
YML098W,0.460606061
YML099C,0.336879433
YML100W,0.453007519
YML101C,0.522522523
YML102W,0.483443709
YML103C,0.344
YML104C,0.333333333
YML105C,0.350943396
YML106W,0.421524664
YML107C,0.397515528
YML108W,0.34
YML109W,0.359391965
YML110C,0.384353741
YML111W,0.328888889
YML112W,0.533101045
YML113W,0.510288066
YML114C,0.443548387
YML115C,0.361165049
YML116W,0.324165029
YML117W,0.356561086
YML118W,0.378323108
YML119W,0.439093484
YML120C,0.445328032
YML121W,0.470989761
YML123C,0.34159292
YML124C,0.444444444
YML125C,0.470198675
YML126C,0.373695198
YML127W,0.454867257
YML128C,0.511340206
YML129C,0.363636364
YML130C,0.370848708
YML131W,0.303370787
YML132W,0.363636364
YML133C,0.472535741
YMR001C,0.299270073
YMR002W,0.373333333
YMR003W,0.331606218
YMR004W,0.339506173
YMR005W,0.321899736
YMR006C,0.346549192
YMR008C,0.365054602
YMR009W,0.426136364
YMR010W,0.356410256
YMR011W,0.326810176
YMR012W,0.336
YMR013C,0.334
YMR014W,0.355731225
YMR015C,0.343079922
YMR016C,0.338603426
YMR017W,0.389175258
YMR018W,0.29778672
YMR019W,0.334792123
YMR020W,0.31147541
YMR021C,0.318518519
YMR022W,0.335443038
YMR023C,0.366088632
YMR024W,0.343085106
YMR025W,0.305263158
YMR026C,0.374025974
YMR027W,0.363028953
YMR028W,0.352941176
YMR029C,0.376218324
YMR030W,0.335180055
YMR031C,0.358099878
YMR032W,0.372456964
YMR033W,0.269736842
YMR034C,0.350961538
YMR035W,0.390532544
YMR036C,0.332720588
YMR037C,0.353284672
YMR038C,0.533057851
YMR039C,0.358885017
YMR040W,0.42
YMR041C,0.385321101
YMR042W,0.554285714
YMR043W,0.417857143
YMR044W,0.369803063
YMR047C,0.338797814
YMR048W,0.319078947
YMR049C,0.303846154
YMR052W,0.323383085
YMR053C,0.333739342
YMR054W,0.371428571
YMR055C,0.43537415
YMR056C,0.542087542
YMR058W,0.48679868
YMR059W,0.365853659
YMR060C,0.337539432
YMR061W,0.330246914
YMR062C,0.352112676
YMR063W,0.448430493
YMR064W,0.321428571
YMR065W,0.319915254
YMR066W,0.330663616
YMR067C,0.384615385
YMR068W,0.443373494
YMR069W,0.549090909
YMR070W,0.433054393
YMR071C,0.40625
YMR072W,0.38547486
YMR073C,0.378238342
YMR074C,0.381944444
YMR075W,0.330343797
YMR076C,0.3187251
YMR077C,0.303738318
YMR078C,0.342178771
YMR079W,0.320819113
YMR080C,0.318855932
YMR081C,0.364985163
YMR083W,0.334246575
YMR084W,0.393822394
YMR085W,0.372315036
YMR086W,0.34038055
YMR087W,0.313653137
YMR088C,0.354779412
YMR089C,0.321695761
YMR090W,0.36036036
YMR091C,0.324766355
YMR092C,0.324369748
YMR093W,0.313253012
YMR094W,0.30952381
YMR095C,0.339449541
YMR096W,0.333333333
YMR097C,0.303977273
YMR098C,0.331092437
YMR099C,0.325088339
YMR100W,0.311036789
YMR101C,0.283950617
YMR102C,0.351851852
YMR104C,0.368740516
YMR105C,0.366425993
YMR106C,0.370309951
YMR107W,0.409090909
YMR108W,0.324734446
YMR109W,0.319023569
YMR110C,0.290944123
YMR111C,0.335555556
YMR112C,0.409448819
YMR113W,0.347826087
YMR114C,0.399425287
YMR115W,0.325
YMR116C,0.455149502
YMR117C,0.33492823
YMR118C,0.366120219
YMR119W,0.332231405
YMR120C,0.317241379
YMR121C,0.449494949
YMR123W,0.435897436
YMR124W,0.331503842
YMR125W,0.30071599
YMR126C,0.288690476
YMR127C,0.357798165
YMR128W,0.31514658
YMR129W,0.310030395
YMR130W,0.345890411
YMR131C,0.298174442
YMR132C,0.326633166
YMR133W,0.341404358
YMR134W,0.320512821
YMR135C,0.484090909
YMR136W,0.367753623
YMR137C,0.329153605
YMR138W,0.426229508
YMR139W,0.349162011
YMR140W,0.345833333
YMR142C,0.365482234
YMR143W,0.338028169
YMR144W,0.350609756
YMR145C,0.384898711
YMR146C,0.434911243
YMR147W,0.408256881
YMR148W,0.409722222
YMR149W,0.448398577
YMR150C,0.376404494
YMR152W,0.385269122
YMR153W,0.342672414
YMR154C,0.313117066
YMR155W,0.313909774
YMR156C,0.396551724
YMR157C,0.392857143
YMR158W,0.369127517
YMR159C,0.349315068
YMR160W,0.347222222
YMR161W,0.331797235
YMR162C,0.31147541
YMR163C,0.31441048
YMR164C,0.316368638
YMR165C,0.354340071
YMR166C,0.375706215
YMR167W,0.339050132
YMR168C,0.343642612
YMR169C,0.342799189
YMR170C,0.348178138
YMR171C,0.330223881
YMR172W,0.390243902
YMR173W,0.482435597
YMR174C,0.484848485
YMR175W,0.447761194
YMR176W,0.325090909
YMR177W,0.308617234
YMR178W,0.309433962
YMR179W,0.316778523
YMR180C,0.380645161
YMR181C,0.476510067
YMR182C,0.409756098
YMR183C,0.460207612
YMR184W,0.364583333
YMR185W,0.328451883
YMR186W,0.390101892
YMR187C,0.310679612
YMR188C,0.353448276
YMR189W,0.324351297
YMR190C,0.341411262
YMR191W,0.365921788
YMR192W,0.298850575
YMR193W,0.337349398
YMR194W,0.412371134
YMR195W,0.471544715
YMR196W,0.347826087
YMR197C,0.3507109
YMR198W,0.373702422
YMR199W,0.357414449
YMR200W,0.341463415
YMR201C,0.314917127
YMR202W,0.476190476
YMR203W,0.335978836
YMR204C,0.317307692
YMR205C,0.345945946
YMR206W,0.451298701
YMR207C,0.330087634
YMR208W,0.376443418
YMR209C,0.356502242
YMR210W,0.33180778
YMR211W,0.299559471
YMR212C,0.333771353
YMR213W,0.376532399
YMR214W,0.424657534
YMR215W,0.363636364
YMR216C,0.402234637
YMR217W,0.371541502
YMR218C,0.345471522
YMR219W,0.308868502
YMR220W,0.300683371
YMR221C,0.343558282
YMR222C,0.412037037
YMR223W,0.324561404
YMR224C,0.29717682
YMR225C,0.423913043
YMR226C,0.431818182
YMR227C,0.357019064
YMR228W,0.292834891
YMR229C,0.321805393
YMR230W,0.431372549
YMR231W,0.325742574
YMR232W,0.334351145
YMR233W,0.376146789
YMR234W,0.302670623
YMR235C,0.373134328
YMR236W,0.433333333
YMR237W,0.376251788
YMR238W,0.313084112
YMR239C,0.307189542
YMR240C,0.396674584
YMR241W,0.348993289
YMR242C,0.463855422
YMR243C,0.317865429
YMR244C-A,0.62
YMR244W,0.448680352
YMR246W,0.4245142
YMR247C,0.32498352
YMR250W,0.380782918
YMR251W,0.501408451
YMR251W-A,0.362068966
YMR252C,0.4921875
YMR253C,0.393861893
YMR255W,0.375690608
YMR256C,0.263157895
YMR257C,0.327698309
YMR258C,0.36635514
YMR259C,0.322230268
YMR260C,0.263513514
YMR261C,0.363369246
YMR262W,0.46557377
YMR263W,0.54040404
YMR264W,0.431472081
YMR265C,0.438478747
YMR266W,0.32826087
YMR267W,0.346666667
YMR268C,0.3
YMR269W,0.344660194
YMR270C,0.392655367
YMR271C,0.308035714
YMR272C,0.448087432
YMR273C,0.377802691
YMR274C,0.346534653
YMR275C,0.392894462
YMR276W,0.514285714
YMR277W,0.414427157
YMR278W,0.315966387
YMR279C,0.371031746
YMR280C,0.337886413
YMR281W,0.376712329
YMR282C,0.327370304
YMR283C,0.342799189
YMR284W,0.303754266
YMR285C,0.30831643
YMR286W,0.458823529
YMR287C,0.311965812
YMR288W,0.298283262
YMR289W,0.329608939
YMR290C,0.313131313
YMR291W,0.415492958
YMR292W,0.320895522
YMR293C,0.315098468
YMR294W,0.374655647
YMR295C,0.402116402
YMR296C,0.55412844
YMR297W,0.530214425
YMR298W,0.349315068
YMR299C,0.336666667
YMR300C,0.306
YMR301C,0.391304348
YMR302C,0.368165249
YMR303C,0.470414201
YMR304W,0.353433836
YMR305C,0.329842932
YMR306W,0.36230182
YMR307W,0.363302752
YMR308C,0.293447293
YMR309C,0.308564232
YMR310C,0.448717949
YMR311C,0.424107143
YMR312W,0.421641791
YMR313C,0.355877617
YMR314W,0.431034483
YMR315W,0.361271676
YMR316C-A,0.306122449
YMR316W,0.37654321
YMR317W,0.316534041
YMR318C,0.362318841
YMR319C,0.330783939
YMR321C,0.45
YMR322C,0.412017167
YMR323W,0.450471698
YMR325W,0.396694215
YNL001W,0.338666667
YNL002C,0.3
YNL003C,0.328413284
YNL004W,0.334821429
YNL005C,0.346994536
YNL006W,0.325259516
YNL007C,0.288629738
YNL008C,0.319083969
YNL009W,0.301745636
YNL010W,0.35193133
YNL011C,0.298368298
YNL012W,0.345840131
YNL014W,0.314172448
YNL015W,0.513513514
YNL016W,0.356643357
YNL018C,0.434856176
YNL019C,0.466911765
YNL020C,0.337096774
YNL021W,0.3
YNL022C,0.349473684
YNL023C,0.333687566
YNL024C,0.345833333
YNL025C,0.312903226
YNL026W,0.331905782
YNL027W,0.340329835
YNL029C,0.464
YNL030W,0.352941176
YNL031C,0.348148148
YNL032W,0.388278388
YNL033W,0.466911765
YNL034W,0.440878378
YNL035C,0.356382979
YNL036W,0.430555556
YNL037C,0.414285714
YNL038W,0.303571429
YNL039W,0.331034483
YNL040W,0.352808989
YNL041C,0.35042735
YNL042W,0.328125
YNL044W,0.38372093
YNL045W,0.397534669
YNL046W,0.51497006
YNL047C,0.411856474
YNL048W,0.335249042
YNL049C,0.312573443
YNL050C,0.322097378
YNL051W,0.315384615
YNL052W,0.345070423
YNL053W,0.383474576
YNL054W,0.359894921
YNL055C,0.490974729
YNL056W,0.436842105
YNL058C,0.325732899
YNL059C,0.326057299
YNL061W,0.318481848
YNL062C,0.360691145
YNL063W,0.391447368
YNL064C,0.281094527
YNL065W,0.360215054
YNL066W,0.385365854
YNL067W,0.502673797
YNL068C,0.361676647
YNL069C,0.415384615
YNL070W,0.280701754
YNL071W,0.421276596
YNL072W,0.549828179
YNL073W,0.469642857
YNL074C,0.392290249
YNL075W,0.295774648
YNL076W,0.342706503
YNL077W,0.396917148
YNL078W,0.46835443
YNL079C,0.617346939
YNL080C,0.422413793
YNL081C,0.362962963
YNL082W,0.289566237
YNL083W,0.406639004
YNL084C,0.330383481
YNL085W,0.327543424
YNL086W,0.434343434
YNL087W,0.339160839
YNL088W,0.304693141
YNL090W,0.295698925
YNL091W,0.329734219
YNL092W,0.379581152
YNL093W,0.313084112
YNL094W,0.333922261
YNL095C,0.336601307
YNL096C,0.414893617
YNL097C,0.510971787
YNL098C,0.453968254
YNL099C,0.32034632
YNL100W,0.352422907
YNL101W,0.342066958
YNL102W,0.298036466
YNL103W,0.418045113
YNL104C,0.378109453
YNL106C,0.33161068
YNL107W,0.316742081
YNL108C,0.334645669
YNL110C,0.327102804
YNL111C,0.310344828
YNL112W,0.318785579
YNL113W,0.321167883
YNL115C,0.382258065
YNL116W,0.349112426
YNL117W,0.4086629
YNL118C,0.330490405
YNL119W,0.333333333
YNL121C,0.348258706
YNL122C,0.3
YNL123W,0.289527721
YNL124W,0.406708595
YNL125C,0.421630094
YNL126W,0.318347509
YNL127W,0.321389794
YNL128W,0.367149758
YNL129W,0.307692308
YNL130C,0.333333333
YNL131W,0.288590604
YNL132W,0.318670577
YNL133C,0.380116959
YNL134C,0.432065217
YNL135C,0.455357143
YNL136W,0.317191283
YNL137C,0.336170213
YNL138W,0.344357977
YNL139C,0.333976834
YNL140C,0.418994413
YNL141W,0.352941176
YNL142W,0.343347639
YNL143C,0.39516129
YNL144C,0.363384189
YNL145W,0.527777778
YNL146W,0.382978723
YNL147W,0.281818182
YNL148C,0.477732794
YNL149C,0.387096774
YNL151C,0.341463415
YNL152W,0.336708861
YNL153C,0.523809524
YNL154C,0.30754717
YNL155W,0.381132075
YNL156C,0.371527778
YNL157W,0.365853659
YNL158W,0.385416667
YNL159C,0.345323741
YNL160W,0.407407407
YNL161W,0.316804408
YNL162W,0.476190476
YNL163C,0.310120706
YNL164C,0.303834808
YNL165W,0.341902314
YNL166C,0.367579909
YNL167C,0.319248826
YNL168C,0.408730159
YNL169C,0.343096234
YNL172W,0.331364442
YNL173C,0.418282548
YNL175C,0.371501272
YNL176C,0.345104334
YNL177C,0.292358804
YNL178W,0.346153846
YNL180C,0.305810398
YNL181W,0.356589147
YNL182C,0.317431193
YNL183C,0.298064516
YNL184C,0.401869159
YNL185C,0.315789474
YNL186W,0.367055772
YNL187W,0.439306358
YNL188W,0.311904762
YNL189W,0.272380952
YNL190W,0.517241379
YNL191W,0.376436782
YNL192W,0.324448529
YNL193W,0.376838235
YNL194C,0.434027778
YNL195C,0.434262948
YNL196C,0.339160839
YNL197C,0.344186047
YNL199C,0.341747573
YNL200C,0.4375
YNL201C,0.339712919
YNL202W,0.386759582
YNL204C,0.408163265
YNL206C,0.364653244
YNL207W,0.343980344
YNL208W,0.375634518
YNL209W,0.416252073
YNL210W,0.380597015
YNL211C,0.231707317
YNL212W,0.316205534
YNL213C,0.370731707
YNL214W,0.368421053
YNL215W,0.363924051
YNL216W,0.334567901
YNL217W,0.411575563
YNL218W,0.366666667
YNL219C,0.32518797
YNL220W,0.31678487
YNL221C,0.359857482
YNL222W,0.257575758
YNL223W,0.285115304
YNL224C,0.315508021
YNL225C,0.307964602
YNL227C,0.341421144
YNL229C,0.328402367
YNL230C,0.432795699
YNL231C,0.308823529
YNL232W,0.296167247
YNL233W,0.304
YNL234W,0.326781327
YNL236W,0.334042553
YNL237W,0.377880184
YNL238W,0.344740177
YNL239W,0.451834862
YNL240C,0.578947368
YNL241C,0.562372188
YNL242W,0.346178548
YNL243W,0.479233227
YNL244C,0.4
YNL245C,0.415204678
YNL246W,0.488188976
YNL247W,0.377867746
YNL248C,0.353658537
YNL249C,0.291746641
YNL250W,0.3296875
YNL251C,0.346428571
YNL252C,0.349264706
YNL253W,0.330864198
YNL254C,0.384615385
YNL255C,0.371621622
YNL256W,0.337092732
YNL257C,0.345991561
YNL258C,0.337950139
YNL259C,0.295774648
YNL260C,0.285714286
YNL261W,0.325481799
YNL262W,0.32911985
YNL263C,0.461538462
YNL264C,0.351351351
YNL265C,0.366438356
YNL267W,0.327852998
YNL268W,0.411663808
YNL269W,0.444444444
YNL270C,0.427522936
YNL271C,0.330687831
YNL272C,0.325706595
YNL273W,0.332225914
YNL274C,0.363636364
YNL275W,0.357913669
YNL277W,0.429787234
YNL278W,0.384093113
YNL279W,0.451104101
YNL280C,0.421686747
YNL281W,0.469387755
YNL282W,0.572972973
YNL283C,0.416161616
YNL284C,0.327974277
YNL286W,0.372759857
YNL287W,0.321389794
YNL288W,0.403361345
YNL289W,0.520599251
YNL290W,0.491017964
YNL291C,0.359168242
YNL292W,0.35786802
YNL293W,0.391803279
YNL294C,0.418604651
YNL295W,0.384615385
YNL297C,0.336050157
YNL298W,0.331280788
YNL299W,0.362041467
YNL300W,0.43877551
YNL301C,0.413043478
YNL302C,0.371428571
YNL304W,0.455223881
YNL305C,0.580071174
YNL306W,0.427884615
YNL307C,0.38630137
YNL308C,0.350515464
YNL309W,0.431372549
YNL310C,0.494047619
YNL311C,0.355614973
YNL312W,0.397769517
YNL313C,0.31990794
YNL314W,0.412955466
YNL315C,0.372937294
YNL316C,0.352760736
YNL317W,0.366742597
YNL318C,0.326810176
YNL320W,0.335766423
YNL321W,0.445977011
YNL322C,0.42384106
YNL323W,0.351010101
YNL325C,0.294674556
YNL326C,0.327102804
YNL327W,0.300678952
YNL328C,0.471428571
YNL329C,0.31968032
YNL330C,0.325301205
YNL331C,0.308988764
YNL332W,0.495412844
YNL333W,0.408450704
YNL334C,0.351851852
YNL335W,0.392694064
YNL336W,0.367231638
YNL339C,0.45545657
YNR001C,0.294871795
YNR002C,0.464944649
YNR003C,0.438943894
YNR004W,0.356643357
YNR006W,0.336617406
YNR007C,0.310810811
YNR008W,0.36918138
YNR009W,0.427983539
YNR010W,0.353741497
YNR011C,0.321133412
YNR012W,0.340909091
YNR013C,0.438307873
YNR014W,0.629807692
YNR015W,0.517426273
YNR016C,0.338582677
YNR017W,0.478873239
YNR018W,0.533018868
YNR019W,0.459234609
YNR020C,0.395256917
YNR021W,0.396419437
YNR022C,0.419117647
YNR023W,0.343119266
YNR024W,0.386740331
YNR026C,0.408207343
YNR027W,0.470967742
YNR028W,0.346666667
YNR029C,0.360774818
YNR030W,0.398854962
YNR031C,0.336646786
YNR032W,0.43943662
YNR033W,0.409511229
YNR034W,0.407051282
YNR035C,0.462908012
YNR036C,0.506756757
YNR037C,0.517241379
YNR038W,0.378640777
YNR039C,0.373083475
YNR040W,0.463709677
YNR041C,0.475362319
YNR043W,0.390501319
YNR044W,0.300984529
YNR045W,0.45106383
YNR046W,0.603053435
YNR047W,0.366666667
YNR048W,0.403693931
YNR049C,0.391089109
YNR050C,0.348027842
YNR051C,0.36039604
YNR052C,0.472019465
YNR053C,0.366525424
YNR054C,0.420711974
YNR055C,0.392405063
YNR056C,0.390654206
YNR057C,0.427312775
YNR058W,0.424836601
YNR059W,0.376114082
YNR060W,0.352092352
YNR061C,0.322429907
YNR062C,0.371794872
YNR063W,0.34179357
YNR064C,0.354609929
YNR065C,0.326940639
YNR066C,0.305882353
YNR067C,0.298521257
YNR068C,0.305660377
YNR069C,0.327731092
YNR070W,0.324430479
YNR071C,0.408955224
YNR072W,0.362616822
YNR073C,0.411764706
YNR074C,0.352941176
YNR075W,0.360795455
YNR076W,0.504347826
YNR077C,0.325301205
YOL001W,0.317241379
YOL002C,0.327868852
YOL003C,0.348314607
YOL004W,0.345794393
YOL005C,0.618644068
YOL006C,0.363515313
YOL007C,0.334337349
YOL008W,0.32
YOL009C,0.295454545
YOL010W,0.332394366
YOL011W,0.355521936
YOL012C,0.345864662
YOL013C,0.363636364
YOL014W,0.313043478
YOL015W,0.310526316
YOL016C,0.376146789
YOL017W,0.334782609
YOL018C,0.368556701
YOL019W,0.368715084
YOL020W,0.437943262
YOL021C,0.37654321
YOL022C,0.329113924
YOL023W,0.320783133
YOL024W,0.278787879
YOL025W,0.352574103
YOL026C,0.613207547
YOL027C,0.416071429
YOL028C,0.390756303
YOL029C,0.369230769
YOL030W,0.371308017
YOL031C,0.399509804
YOL032W,0.365546218
YOL033W,0.362235067
YOL034W,0.333020638
YOL036W,0.360107095
YOL038W,0.468253968
YOL039W,0.365384615
YOL040C,0.440298507
YOL041C,0.275330396
YOL042W,0.341954023
YOL043C,0.349030471
YOL044W,0.359459459
YOL045W,0.33146592
YOL047C,0.427728614
YOL048C,0.348484848
YOL049W,0.352697095
YOL051W,0.384467881
YOL052C,0.538057743
YOL052C-A,0.383333333
YOL053W,0.411458333
YOL054W,0.373737374
YOL055C,0.306542056
YOL056W,0.401360544
YOL057W,0.347322721
YOL058W,0.442542787
YOL059W,0.459016393
YOL060C,0.444767442
YOL061W,0.392561983
YOL062C,0.414012739
YOL063C,0.353004292
YOL064C,0.35042735
YOL065C,0.340482574
YOL066C,0.406631763
YOL067C,0.56
YOL068C,0.37037037
YOL069W,0.415525114
YOL070C,0.411405295
YOL071W,0.516339869
YOL072W,0.438073394
YOL073C,0.410423453
YOL075C,0.327185245
YOL076W,0.36610608
YOL077C,0.334507042
YOL078W,0.342358079
YOL080C,0.345323741
YOL081W,0.344295302
YOL082W,0.428217822
YOL083W,0.353233831
YOL084W,0.474947808
YOL086C,0.470238095
YOL087C,0.348751156
YOL088C,0.360594796
YOL089C,0.311806256
YOL090W,0.31663113
YOL091W,0.328282828
YOL092W,0.389078498
YOL093W,0.466192171
YOL094C,0.341935484
YOL095C,0.321481481
YOL096C,0.411564626
YOL097C,0.408551069
YOL098C,0.323383085
YOL100W,0.321631879
YOL101C,0.399339934
YOL102C,0.339285714
YOL103W,0.317948718
YOL104C,0.352769679
YOL105C,0.346938776
YOL107W,0.37804878
YOL108C,0.412162162
YOL109W,0.419642857
YOL110W,0.581896552
YOL111C,0.526570048
